1,2,3,4,5,6,7,8,9,10
1182,209,1954,2187,605,393,2280,2334,604,201
62,2348,179,687,1772,432,890,2375,1495,934
961,678,1306,1308,781,2352,1144,165,426,577
2268,2307,1214,778,1744,400,1938,2072,1916,2163
1803,1341,2266,2311,713,215,146,804,1394,1541
432,1819,1488,745,285,2000,197,1390,1841,439
85,34,1410,1233,972,2350,497,850,1711,528
2275,1537,1739,1580,1129,267,633,1374,1801,1999
103,1562,346,1722,1627,1922,1124,1655,1669,2452
2046,526,274,517,2191,1195,2382,2291,1711,1204
10,1149,387,2453,80,34,2447,2072,598,304
1353,691,81,1413,2420,234,721,1781,1677,2308
2233,2493,1470,1919,2162,1660,1309,162,2106,1188
1741,462,461,1231,2472,1959,1283,1550,2359,2348
2287,134,95,1173,1642,780,692,794,1647,2374
1450,1047,1203,1689,216,2424,399,36,2136,1211
1597,337,2359,1476,167,39,1321,2207,2029,1630
2421,2081,860,931,966,279,2352,53,2155,638
764,173,1597,64,169,920,1296,1179,710,1720
2156,2469,2074,1736,704,890,2280,1309,1424,402
1281,1509,2069,1076,39,2213,1017,2457,2056,329
1634,846,477,1156,2407,1629,486,1776,570,1172
2299,2184,500,2145,2005,556,1847,1713,920,691
1385,1369,274,616,1132,477,2053,433,1461,2184
360,901,1881,1326,1699,697,795,552,762,1525
1834,1698,368,1377,462,1034,2138,209,1199,746
1282,824,1453,2469,11,1600,2345,246,100,1549
134,1555,1664,1766,1017,803,1340,1160,349,1775
1880,656,1736,877,1188,1212,1959,16,470,2305
2104,1153,2040,1285,1016,1143,1259,277,1296,1682
963,915,1548,229,77,1116,70,1852,2354,1846
1280,265,1976,365,2343,675,2003,539,1531,43
2303,1619,758,2409,378,1099,1110,2450,2034,709
1505,2394,2395,876,1811,456,2041,364,457,845
1179,1506,423,1119,1462,42,1089,1879,1076,169
2395,2152,138,1172,1290,293,2039,1256,1907,1475
119,126,1857,1324,657,713,1194,2053,1195,1626
1478,514,299,856,1288,1974,517,2296,826,1589
203,367,1876,2427,1318,2180,681,1977,1222,2196
204,920,599,1491,1633,1263,569,1671,1616,2403
995,191,311,2412,706,60,1496,547,1594,391
2286,747,2203,846,1461,2059,386,1540,1334,885
686,1296,1983,1053,786,935,503,1311,434,1933
1619,1479,2148,2102,2067,1889,1901,1247,315,2171
1887,863,1567,1637,862,770,1774,2319,1700,1879
1013,1832,1698,409,2313,2222,268,319,1046,1903
2087,1643,1397,1846,100,1546,2196,658,1890,969
1178,2205,867,903,187,333,1041,1265,63,2040
1846,1508,394,912,1521,840,424,2338,910,2216
1205,2297,847,398,277,1121,113,957,1566,1764
2215,256,1625,1115,281,920,56,1786,1080,396
250,137,2198,1957,542,583,949,829,2220,1905
1830,2362,1830,570,592,2269,1750,2028,2188,961
1441,2048,414,2098,848,1956,1641,2033,963,2231
342,704,367,627,1382,435,401,2125,1799,581
179,1505,1908,2228,1651,1164,1196,726,903,2340
1064,378,962,2202,71,1401,2199,324,1199,1040
577,1747,1725,1667,96,68,303,2400,1823,612
1883,2263,990,1800,2305,1478,2302,2314,1038,1256
2012,2425,1296,1247,2177,1738,762,56,629,1944
2508,470,1987,1754,1605,2212,768,122,2142,1447
2026,2508,34,2468,428,1014,1431,484,785,1079
2034,1254,950,213,2179,1290,2498,1503,576,1919
275,57,1349,1049,1133,2488,2409,719,336,17
2304,1935,1133,530,1130,2262,944,2480,2485,324
2034,877,2093,82,264,1255,256,1447,2247,1165
1132,245,1899,545,804,1695,1890,497,43,41
917,1571,987,1388,2173,1299,1021,2165,1609,2067
895,269,1323,1438,147,1575,1639,1125,1891,852
2135,1731,45,304,373,1831,1207,2033,983,1204
1488,2485,1249,1656,665,550,1028,203,1600,2146
634,751,1902,298,1857,1310,1172,1481,869,505
644,1861,754,512,978,1789,2269,2416,144,2396
559,1312,2179,2265,1722,2248,1064,871,1513,1507
759,1623,389,2097,463,1096,2209,380,1115,24
423,154,2405,2506,2115,1183,1074,1331,732,880
2505,1308,642,1376,1087,589,1859,377,1675,1997
296,757,2434,1978,2383,2213,1348,1543,1343,2380
1970,1904,1908,908,265,1531,569,1216,1012,38
605,908,378,515,1651,769,715,624,321,687
1751,1766,1976,2373,1531,1532,2231,2307,1554,1224
1130,2328,1724,1220,1038,1171,2155,896,912,1927
2491,980,845,1235,694,2470,1882,202,2076,2477
2445,366,312,1237,1494,2058,1516,567,2228,1157
355,431,1321,1600,1900,1572,205,1938,695,756
794,945,690,1653,2056,677,96,280,27,1719
2175,678,136,1703,1167,2175,1721,1878,1849,1329
1289,130,1816,165,2059,395,15,986,936,1768
832,1975,769,2259,1865,1515,1464,641,18,322
193,1161,1553,1773,2030,2042,351,2025,896,205
500,488,2492,671,2227,2131,1365,249,2146,1963
1381,1813,2253,1094,1786,1139,724,1987,461,99
1659,2145,1856,730,1771,1706,819,1315,1202,1453
164,1774,1484,1705,513,1793,155,1204,169,1518
312,1428,1339,790,1896,389,160,1732,537,1428
2084,616,955,975,2372,1451,387,897,895,2051
1796,1832,1061,90,2298,550,1727,73,1472,503
2304,867,121,784,2259,7,1489,330,136,1978
568,160,969,1320,1146,286,2000,656,1002,1730
763,1826,2488,214,490,44,1461,2096,1596,2218
1760,1342,1945,1322,658,882,2212,853,12,2092
1327,1156,1103,468,942,1419,210,1745,1395,2039
703,1012,576,810,884,1900,775,325,1024,815
2255,2449,1392,715,1199,2220,2033,2026,921,2280
1234,19,1227,2388,934,1576,2448,201,917,185
1602,577,108,28,2135,1766,1891,329,2116,955
1548,682,2462,93,508,1349,50,1717,349,1454
2266,805,1152,1728,232,84,2389,2156,45,2055
774,1201,1548,122,858,2025,1352,2507,131,2215
83,778,2102,92,113,2093,1523,1652,1390,1820
270,883,1729,565,552,462,1648,37,1278,331
2505,1400,2078,1042,550,833,586,2162,814,926
42,2411,688,2487,260,1923,2292,391,1589,739
966,843,2455,1479,1465,748,2496,226,1630,1840
1968,1214,145,270,1865,1687,832,1693,463,73
2246,20,800,1505,286,59,2159,958,138,2090
140,945,2453,949,1042,1346,253,621,2274,702
1757,1390,2310,1829,8,780,1961,799,2499,505
164,2384,1481,351,1345,791,648,1368,2391,1485
1521,1802,1395,284,2382,609,1246,551,1033,2042
2477,2282,1482,950,1177,1162,736,95,1446,1773
1020,1436,387,90,1026,48,382,2270,1427,548
1594,2218,881,1758,1803,2504,189,2144,1761,1123
855,1922,436,1037,656,1602,974,165,105,486
1673,1171,2311,2446,337,1229,15,2343,1406,1109
154,606,1428,1318,1845,1757,88,2009,729,1668
2303,2031,933,2277,785,1285,2031,738,102,1750
56,1789,1250,1288,115,319,242,724,1741,496
138,723,2294,858,2060,1425,2151,1673,2278,1447
1711,1660,1097,1692,1616,174,384,511,1216,2111
494,743,1663,1406,1061,101,1130,711,1348,488
1095,408,2115,208,1137,1954,2166,2114,1185,1460
1600,1661,1236,903,2412,486,2389,299,882,1932
1751,757,81,1471,113,1843,1754,1317,2400,564
898,1883,2157,523,74,1878,419,855,1442,2411
2499,1151,1097,1686,310,2034,1489,759,1874,2390
1181,1936,27,585,325,172,2291,658,1229,1814
1356,666,2180,697,603,1875,1593,1215,1755,881
606,794,1237,857,1065,1265,333,1480,2127,1791
340,1238,2458,126,370,1816,1198,74,1657,516
2176,1687,852,627,1966,2218,1298,549,1451,1949
2128,1663,1395,215,1734,767,1564,848,584,2034
1608,2315,2222,1764,632,1841,2472,977,1179,1343
855,1645,2025,1741,1619,1392,560,1133,703,249
1729,974,1425,1652,1542,564,2436,1150,2416,1592
735,283,747,513,1035,1427,1434,562,1390,956
2281,1079,1669,1840,481,971,2270,216,1802,1634
1956,2245,1761,921,2440,637,2315,1182,922,2352
699,334,850,1686,1380,1556,1998,281,312,527
115,954,2511,863,2505,1486,2040,1595,1807,715
499,2333,2304,346,644,99,819,2251,975,860
1449,2285,789,2157,1387,476,1339,14,1925,970
15,1657,2027,1501,899,1722,902,1047,912,1510
2142,300,18,1295,642,1003,2265,38,141,1413
830,351,2384,1454,1805,286,681,2270,1988,2472
1795,1188,542,2063,852,1954,7,1624,1079,1067
1123,1833,550,230,2236,1061,30,697,226,460
1865,1916,1186,2373,1228,439,115,1217,2489,1457
687,2399,1721,1225,1659,567,755,490,906,497
1362,2168,1435,1875,2240,588,2510,1108,149,1011
456,1796,303,1347,2365,1555,2159,2416,1905,2102
907,1298,844,257,952,1445,383,1721,1272,1646
661,234,1728,23,377,1654,248,276,2244,365
2330,1093,1109,157,210,1143,688,2027,951,584
557,799,475,1364,1861,979,387,2295,1033,733
2329,1245,2384,2179,1287,436,1267,1894,567,2047
1350,2237,2013,172,107,2412,1712,1562,1035,2344
55,788,1786,899,1100,50,1646,1414,62,1785
154,1057,1734,1469,158,2098,803,1753,2163,1515
2045,2448,762,2038,1314,66,157,1060,297,1684
1765,512,1057,1409,1019,1674,570,2109,1644,372
1659,516,1596,1827,198,809,1649,235,172,2395
886,140,1408,1875,2433,2074,1487,160,1223,1871
1901,1925,2262,1526,2165,912,984,589,2090,1065
1806,1140,975,1681,1432,372,1339,1604,467,1311
942,864,48,615,801,2059,1800,1587,405,2430
516,1269,284,1523,415,2292,724,348,1664,843
1719,1829,592,1428,477,1015,526,2264,1630,2502
1295,1955,1281,765,2024,1466,251,1039,346,1783
107,1391,41,1414,2169,1049,162,1678,756,850
289,1314,937,596,2507,911,1772,1866,2021,1220
447,975,2299,763,1009,757,1416,1926,174,704
574,805,1767,1691,1563,143,2101,2410,1434,518
391,1115,1396,1589,1612,2435,515,1226,576,125
1284,1714,73,854,151,805,1595,2089,130,1932
1382,1763,983,1271,668,515,1590,1027,48,1312
158,1607,1921,2433,1747,1960,983,1183,1163,948
1791,1814,985,1388,670,2278,84,2089,1129,1063
2348,2132,51,1234,1092,226,1282,153,1417,807
1394,2330,821,2165,1750,1144,379,913,1705,2066
1969,614,1920,464,1047,1105,282,1698,813,1560
1865,1601,1965,1365,291,2499,1443,1701,2191,461
2106,1953,1864,1326,1392,1376,442,1208,1122,155
1801,1593,1469,215,1626,2256,1156,2433,2369,1925
2073,641,166,160,178,1691,1575,219,1083,1642
1114,1373,1969,105,91,521,860,387,212,1637
30,2100,2200,119,1737,1700,707,878,763,109
732,2077,2107,202,1585,817,464,850,1261,445
82,468,2444,389,1595,1662,124,959,1749,2307
2410,1521,462,2326,1709,1849,840,1446,614,154
1596,2140,2131,97,181,566,757,190,1036,2316
2121,510,2043,562,2172,114,1338,1164,1379,2505
63,2158,2497,28,512,2149,2042,2272,376,305
1929,1470,122,2165,1153,287,1605,1506,1507,2512
2386,216,2296,1595,1539,1246,450,717,1317,1397
1152,1334,368,1950,95,1431,556,1076,278,722
456,1093,1861,1266,111,2066,315,745,146,2243
1768,2044,2257,1950,318,1190,1700,1290,1594,2447
1414,827,2160,2495,712,631,1502,31,730,1833
1431,383,2209,1049,1780,1086,71,1919,17,906
645,1451,1125,662,668,547,141,633,1656,1430
1515,606,1277,1143,2482,2320,161,1625,2100,257
938,315,852,747,246,1889,2193,40,789,2509
1050,1539,1424,2279,809,325,2432,2306,1081,84
1552,1849,287,624,318,2223,593,988,1319,267
1433,1593,846,664,1825,130,252,2267,228,2342
302,300,2082,2233,1825,2301,1189,554,2070,1671
337,1039,45,2183,2148,472,225,2142,386,13
269,1396,695,1087,2398,187,490,693,1392,286
2203,2233,1438,2513,2179,1402,2213,1053,1771,950
1409,1328,526,1301,1837,1516,418,714,2452,2193
1121,2247,1655,1759,215,891,2278,1927,914,910
1342,1039,1006,1572,1762,2003,795,1307,1458,36
1196,1191,2041,2160,2144,9,88,898,117,1990
677,1865,2449,1821,1090,70,1972,724,1958,2091
21,585,1308,1531,1228,2296,1118,2378,291,517
1968,200,2265,1036,293,728,1054,152,1542,828
380,2507,909,1353,1903,1743,233,2029,2054,383
163,109,154,862,1007,728,1568,1393,1628,417
911,1451,2141,1945,1894,321,2313,1842,1051,1025
1398,1253,1985,551,1382,1556,2432,1329,1764,224
713,2256,407,1142,1533,1704,1175,2075,2376,958
150,1145,772,322,1401,96,1157,1473,1444,964
1296,747,905,1575,2337,2023,94,1571,2355,1229
1846,1770,2361,1272,944,1007,2260,1897,1058,926
623,650,848,240,904,2218,188,1494,266,1973
850,1802,1343,1283,2330,641,491,341,2346,1199
380,916,176,666,496,2488,2305,1253,828,1561
922,2139,2471,207,109,1628,210,998,2480,2377
1082,1892,941,1234,1138,910,1424,1779,2173,1564
639,949,636,1199,2496,416,316,990,2271,1623
1150,2152,2051,2482,650,1960,1625,2400,504,1906
708,947,2089,1381,1897,1869,1021,1751,2496,225
2198,1778,2316,2036,105,1707,493,1459,1129,1994
903,53,2505,1437,1729,687,2106,776,1314,356
1477,1471,891,2394,907,668,1145,1996,1724,2238
826,719,2052,2174,1920,1357,1188,893,1951,1173
1381,741,537,213,2052,1026,771,2475,357,1656
2395,1541,699,68,16,1309,1831,61,905,613
1858,2138,253,2424,2359,1508,1297,1539,1652,1057
600,1411,1165,92,761,1453,2368,1356,1012,453
620,2138,314,142,1160,1921,1116,1782,754,2460
646,2449,429,42,610,1442,368,1130,2058,894
2171,807,1238,964,2225,471,929,1318,1397,1684
284,1756,2223,2354,333,1104,1217,26,707,2330
243,788,2118,376,1857,899,238,864,2512,2464
551,950,1296,89,2150,585,413,2382,156,571
2502,88,2465,402,1118,2513,2454,28,2132,1275
1352,919,2002,616,1807,537,908,944,1014,716
1799,1990,429,1432,487,180,126,480,770,1381
2352,683,1900,1008,2402,2428,2445,388,1415,761
533,1334,1608,2504,1846,51,988,2244,276,258
807,476,423,1291,83,255,1594,1183,516,302
2449,643,1136,1318,1225,168,990,754,426,1374
1771,315,981,2227,1054,1439,2262,2308,704,486
536,257,1023,1586,2227,2030,180,1070,1836,2021
2153,1670,1224,905,2457,334,2505,2165,142,316
988,888,304,1438,889,2289,290,1580,2364,624
1760,1017,143,1180,1573,2424,140,921,1154,694
1334,439,2377,625,2058,474,1976,1322,622,366
281,475,1651,1967,1098,44,578,1189,936,1207
399,884,2212,240,457,2088,877,819,1304,2296
688,1679,606,543,2063,200,1510,246,147,1042
901,2039,339,39,1587,186,462,294,759,2444
607,565,1292,1511,2396,294,718,864,890,1589
1945,514,1256,2254,560,236,592,362,304,1195
2211,1984,1522,706,266,2296,1616,1252,2009,2029
25,855,451,1858,1563,1004,2410,1510,558,1751
2074,1464,2451,64,72,1359,2497,1268,881,531
809,1862,612,2322,1058,1281,1035,2445,1694,898
1578,770,2387,96,127,1720,1894,458,2117,2415
2,276,886,1647,2347,487,1651,1150,572,1698
1841,2090,2021,866,119,933,987,2469,2127,158
915,2475,2310,286,2194,151,312,1257,2106,1042
1145,2241,1982,840,2341,284,293,1404,221,1980
1898,922,890,844,2070,1930,243,2430,665,1801
1530,2100,20,1872,2087,24,1731,2337,192,1026
1152,1495,1398,928,2281,1640,2427,2505,1625,1
2342,2393,1414,2180,1495,2102,736,1318,258,2079
2357,654,765,1820,1399,84,1065,141,1161,1771
2487,1037,2151,630,2034,1633,2103,2207,662,329
764,1081,1771,1643,1994,2513,604,572,1960,396
1716,881,1180,1739,2376,2368,1555,697,1679,1497
1037,2439,885,747,2329,2369,1973,685,531,896
101,300,1317,1986,2080,2200,1875,293,1210,463
1283,612,906,541,181,1566,2388,1220,1150,2350
1104,636,2309,2127,148,1577,564,657,2413,143
2065,2422,2304,876,1002,139,1583,2217,2202,255
2303,409,917,976,1422,958,290,492,360,327
2496,1247,1303,2346,1290,2467,1032,1887,2407,2084
1803,259,1549,269,2315,2478,1701,577,868,554
1999,930,1381,1007,2214,578,1597,228,313,206
1897,1092,2016,1208,1492,2071,2227,1401,289,1998
2494,754,872,1995,1756,1823,1224,2462,1917,880
291,1804,682,2183,1988,2303,634,1102,2038,2177
1966,1224,1062,1853,295,1110,649,987,2220,719
718,1684,2136,901,110,1991,826,725,1142,149
1802,1218,2481,1212,573,189,1150,1283,825,1792
608,1285,2327,367,475,400,2080,2416,33,976
1274,1031,1110,166,1781,1810,2286,108,2318,2005
176,1850,646,1838,2297,2273,1874,2510,1941,1920
1547,1976,2469,280,1384,820,1267,1512,1201,1646
664,2116,2301,1773,1281,1144,1012,335,2394,1939
132,1974,2478,760,1899,554,1899,1646,154,451
916,99,695,1058,2498,83,2026,2074,561,1879
678,422,816,163,1065,1199,2066,227,1061,944
219,1220,1126,794,657,2090,610,287,697,1725
1425,1731,676,1208,325,1033,363,2322,1,2445
1529,154,153,446,1039,1635,1263,1414,293,16
2298,646,337,2445,2498,2471,908,449,1015,1518
381,584,2043,326,2331,32,1630,1463,519,1791
1496,1582,825,1980,918,984,1647,1189,1957,830
1354,47,1714,1556,2060,762,1837,2298,394,2460
1461,2299,2405,2029,1265,1599,473,860,2429,1988
2164,1533,531,469,1148,2397,887,1382,208,1728
92,1708,1607,1821,462,840,1953,2080,2154,1925
2327,1634,1943,757,447,524,1258,2196,768,2403
2185,2325,1744,269,1567,1427,1194,923,2137,1064
1590,1839,541,104,944,1260,1348,767,1372,448
1824,1829,885,982,1593,124,516,1287,2066,97
2360,311,2014,2273,497,2454,1920,572,677,1551
854,2045,375,811,1032,951,279,1280,1283,1175
1436,673,2130,1305,1322,453,1193,1200,845,195
1613,2157,393,2248,2167,1705,1937,685,1811,379
336,186,2415,1393,962,1156,2199,462,1547,1731
1343,1977,517,732,2232,983,2370,1959,659,2347
1945,1369,730,1489,1079,253,2030,578,1805,830
1855,2149,1928,2235,1278,1280,2487,1066,42,1211
163,1915,1740,655,1776,1821,1684,319,1274,1838
1558,2009,1579,2096,639,79,1604,889,128,1435
632,1925,546,975,693,2503,1090,1445,1339,1953
1008,2083,105,581,1821,2305,600,817,434,99
1320,902,2079,1218,2300,374,443,1246,170,121
1658,1875,1225,1200,1795,827,429,272,2123,1704
1210,909,1880,784,1342,960,72,2053,2192,327
1332,2448,1795,1928,2062,1087,1399,2443,2150,2110
1029,902,902,2087,1131,1618,2369,1982,932,1812
1269,1953,528,760,2351,1381,2356,702,1650,127
1468,1157,86,772,489,2115,480,295,957,173
622,1120,1914,609,1333,2340,174,1823,1940,1028
505,280,2099,2164,2,11,2506,1736,131,1936
799,1861,647,2302,333,2377,1241,628,470,109
308,1220,1164,578,1579,1095,530,467,456,1164
572,913,982,847,2290,2390,104,389,306,1049
216,1215,951,101,1712,952,1077,827,1373,1107
1794,1879,1062,1380,1937,1606,2312,1151,237,1920
1328,2212,1235,894,196,596,1171,249,1069,1813
1649,2365,1638,2079,2161,337,1386,33,1715,1072
1738,1615,833,2005,2081,2182,1494,1635,2395,1530
1333,2176,1909,704,2266,1562,2025,1086,2233,976
386,2396,256,13,1935,2497,1105,601,1180,661
2036,1859,1700,2181,647,1991,1992,838,1293,1944
1132,2439,1319,1817,1080,624,2395,2331,1315,813
563,2345,332,959,296,2223,2178,2396,1136,1513
2373,2146,2224,757,1642,2283,917,909,1698,289
673,122,1361,1017,1862,1505,2512,1637,743,1439
1474,236,436,2211,436,2055,1303,967,1944,1157
2232,1260,977,1994,339,1695,454,848,461,419
1868,1674,1875,117,1914,1396,1247,1977,2103,1601
1851,969,1902,1779,238,1017,2506,891,690,2120
1834,122,991,621,314,929,2375,2399,563,1282
2258,2264,420,1809,2512,2188,131,2131,1926,1540
541,1593,600,1826,511,2288,5,1800,574,921
1292,324,954,86,688,453,951,383,2153,1929
389,1412,887,722,65,732,586,389,1914,1227
457,1090,792,886,2317,1227,1257,574,1420,136
1001,1279,1306,1610,1945,1291,1219,1692,711,2494
1427,681,1885,1031,111,206,764,1700,2031,161
1617,1166,77,1601,557,1971,155,235,1578,2437
278,1731,2375,1807,1838,779,932,919,1619,325
2205,54,2341,387,488,1895,319,176,2243,1139
610,743,2157,1367,643,1615,2333,507,226,1248
2446,560,1562,2319,533,538,1872,1503,83,626
58,2472,271,1642,2408,1598,193,182,1037,177
1479,1205,531,193,2445,700,1150,2261,837,399
1493,460,829,2159,1849,223,1131,1242,786,1255
78,1520,1381,1765,2076,1463,2046,1177,992,1574
924,2339,239,2251,1365,419,2413,2510,2242,2240
606,1234,803,426,2254,1330,1884,1386,2050,853
863,1352,101,1646,2029,1966,1984,1970,2065,2347
1383,1153,290,1338,57,309,567,2150,501,2053
1185,326,914,790,419,11,705,1676,1543,1776
933,2039,2264,1935,359,1011,95,1891,1666,1297
1156,2125,885,986,1094,1975,2227,2169,1009,2426
1196,1576,1920,399,799,68,482,1928,1237,1220
2353,2467,216,637,521,1967,2081,1587,344,433
42,795,913,1380,40,82,1919,1593,272,253
929,2131,2465,262,2501,1394,1578,773,1530,171
2389,2465,2465,2096,2098,728,1605,1745,2488,2283
1653,1591,824,12,813,2313,408,1922,483,127
43,251,1472,975,786,1771,116,2322,1818,293
1977,123,1206,2336,1678,1895,1005,2076,1833,388
2338,1456,2036,1903,2461,1714,723,923,2059,1901
1179,103,2129,1023,1661,2,1195,1675,1140,2272
2364,1747,631,964,780,2234,1441,658,1177,122
423,865,894,1944,1153,498,654,1836,905,2080
1057,2403,2511,1613,1859,2135,912,1591,2210,19
1034,413,1311,1424,1718,692,201,500,2338,2286
1594,1070,2016,2451,955,1003,316,1611,921,2043
2011,1941,2027,236,2118,2312,1864,1347,1549,1915
858,1328,1934,1020,1548,1342,2320,1157,2089,2461
1578,705,1000,1776,1590,733,1314,372,2486,2014
1004,2197,62,508,560,1709,1803,2450,2027,2153
1259,997,211,2036,86,903,698,1716,2421,516
34,331,529,2486,417,2317,2057,171,1785,1234
2219,1072,924,352,1523,1632,812,18,2504,2354
1995,1212,638,196,1852,542,924,1982,1177,955
2401,775,1214,853,2212,1713,631,964,1694,1532
690,1714,749,743,466,296,686,448,415,373
1781,2428,1179,918,672,2205,842,2232,1479,1224
139,685,517,249,1261,166,1242,86,2193,1719
1685,1895,2399,1898,957,547,1691,1496,2287,963
539,2411,1359,645,1269,1858,229,997,804,1894
431,706,2042,729,446,1100,1853,1400,1425,1900
390,1754,1093,2186,2248,1324,2348,87,1400,1615
1405,983,861,189,2096,80,1205,300,1081,1938
1358,1300,622,66,1054,1615,1233,1800,665,2110
674,1472,328,1459,1888,2153,1623,1489,1050,1553
1183,1534,1049,2158,2078,2295,1476,1374,2206,758
366,1672,627,1678,1519,1536,1163,2064,2313,2156
1418,1811,1067,740,1850,1933,1403,364,416,834
2379,2191,2397,329,2108,2451,882,1690,1143,220
226,913,643,694,272,1188,1723,2401,1092,1506
1001,796,1315,1986,1303,1720,2052,2466,2395,1752
2054,2270,735,1837,1135,294,838,1157,13,835
1878,2443,1039,1666,2350,832,460,2471,1485,21
1843,76,33,198,1092,1050,1732,1479,306,544
469,18,932,623,2221,405,793,1920,1425,1421
719,1642,1086,1381,130,2113,1290,224,2379,75
192,1891,1670,1129,23,1659,2508,1899,1839,2190
774,1897,1679,248,5,219,2021,402,2021,1374
911,184,242,449,333,501,288,2056,1199,856
700,567,1394,504,1103,1188,1977,276,802,1851
244,1078,2359,399,2418,1328,738,2325,1997,1899
205,561,1756,746,1870,581,322,838,1551,2002
1179,1024,1167,2423,236,997,438,2511,2268,16
2287,187,2246,472,1211,680,1985,962,587,114
632,21,548,2089,1786,205,2375,2301,890,991
1213,655,726,357,490,1057,1053,1046,2247,519
177,1159,1731,665,2224,268,788,541,70,706
546,1292,573,23,480,1736,1732,2020,2061,297
1013,2151,1353,2450,2240,2334,1430,1384,2291,920
1328,1396,400,290,2462,1467,1235,439,1797,1000
1785,936,114,448,1089,2212,2219,1011,206,932
2255,1271,1315,560,1306,2476,975,1715,227,233
1529,966,2295,1979,489,357,1291,226,1982,1037
2196,1270,66,848,2324,1673,585,1948,210,2131
1240,556,276,1325,1556,81,169,1556,119,2136
1682,1421,512,1607,1988,2325,902,619,1076,1563
1283,2193,2222,1270,809,978,1181,969,1629,2208
1227,480,1715,818,2007,1037,631,2140,1830,1220
736,1027,1565,675,117,836,2037,685,2487,1666
667,2011,113,1604,1876,1628,250,679,1759,1330
899,1023,1756,2202,1423,463,1783,432,1601,702
2402,1191,1771,2182,1692,712,361,1748,1324,1042
1462,400,2451,67,1100,2069,922,1163,44,642
102,172,1748,1526,562,1582,544,2086,2501,1504
1632,2377,275,1899,50,675,2388,1187,395,2489
1007,548,1974,84,2296,1215,980,1442,1402,1915
2238,380,817,1900,1638,1905,1197,1151,2168,2078
539,665,2057,1287,1145,1969,330,455,2485,1205
1019,1287,2010,2088,1025,287,2117,341,652,169
99,1605,1734,739,1988,319,2195,426,1955,1632
2235,677,835,1322,828,1688,417,730,220,1781
1837,1835,2171,1473,2508,1712,1035,1917,2337,1829
151,1284,1095,1174,1363,1389,210,1247,1668,458
892,1945,2107,1971,1810,1303,62,371,801,733
237,1221,1318,1081,410,1429,440,1206,2305,2188
1886,1978,1161,365,701,2269,1838,821,638,2415
2467,425,857,1715,1022,1329,391,400,1011,1748
2259,209,1289,1702,310,1425,1485,2130,1048,549
501,2164,715,1561,1989,605,16,2217,1751,1375
1908,1005,1112,1339,1947,1273,1126,481,2067,367
1550,255,2004,609,2165,2462,1730,2287,227,2118
1801,425,1734,1730,2310,801,79,249,2419,1567
86,1698,1163,1186,799,1782,1513,1658,2444,2494
782,2412,1205,460,2038,1579,2045,1560,1975,22
658,10,2443,2227,2457,2107,1126,1887,2062,135
998,1574,1248,1775,1595,1552,1348,411,1696,2103
369,1716,1552,2163,1147,1984,1617,956,504,903
977,489,907,2044,2485,514,2026,823,177,1429
1142,1180,1174,1686,2492,411,2390,149,1714,989
1887,33,736,1370,363,2240,1689,2012,2272,2312
20,1222,2202,1459,755,1969,1201,606,193,1769
984,516,2221,1863,590,2058,1469,260,1240,2011
2501,2331,1243,1122,2235,988,1761,2198,2274,321
273,2387,952,2068,84,150,1630,1154,143,988
2126,119,1066,2198,1801,746,1683,1039,1246,283
1888,1568,936,819,1198,1696,1438,1437,1260,1046
1486,1794,1708,1138,1539,1814,132,773,1585,1043
625,854,822,2432,1472,1438,546,1494,1624,198
259,778,1555,244,922,449,437,1301,331,2406
421,2266,2069,1338,2376,1745,412,169,1335,1961
320,649,1217,104,2236,1527,1762,187,767,309
2380,1810,2361,866,998,1423,472,274,2436,190
1296,2406,1828,1251,878,1480,352,553,1622,690
1190,1798,1700,1575,249,1858,148,1608,2,2361
1401,1015,650,1319,1746,1001,1994,401,1760,1936
382,1838,2081,1282,1543,386,1441,2311,1018,2157
2070,729,729,331,1184,476,845,2403,1299,675
307,1272,518,2485,442,2414,541,458,2316,1977
1073,2129,2306,372,826,216,1679,1505,1399,1488
1978,1801,1568,1486,2003,2084,908,1626,863,1246
256,577,272,2249,354,1158,500,1953,1263,2364
756,347,1370,141,925,678,1090,1725,341,865
40,1772,603,466,316,472,548,979,2144,1838
444,1116,2030,1984,1026,19,2277,1093,1844,10
1798,1125,2156,1722,2234,361,1285,811,1800,2119
1683,1714,816,977,1566,2353,1422,1557,456,440
275,515,2001,418,1975,1877,2206,1324,1767,1399
236,2397,423,24,2324,1714,2386,2235,658,2046
2272,1560,825,1724,1288,2023,1764,2314,847,2408
1818,827,2382,2166,176,782,861,1082,1959,2303
981,1263,1251,551,836,1164,602,409,2193,257
1106,1338,2219,1541,1451,530,667,366,375,938
2485,2027,716,1954,2122,1328,1940,2029,2366,1763
1963,1062,1210,2467,177,1695,2099,446,2381,2369
1161,1567,1942,1373,1744,2382,723,2242,2324,1596
1365,2030,567,750,1795,568,2335,152,1461,2173
507,2390,2405,179,368,1842,2121,1195,1156,129
1506,1556,444,819,2244,522,1344,707,1852,370
1230,1328,925,54,2287,250,668,408,2488,870
213,2451,2258,259,1981,1684,532,1325,1899,147
367,1297,383,1433,332,283,855,372,1906,2017
1531,440,1542,281,39,229,149,1021,1506,2150
1182,766,1947,2290,2424,1537,406,2033,402,419
1633,356,2486,1341,2439,2400,251,2308,1407,706
